AL, 16, 2011091918,   , BEST,   0, 108N,  364W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1012,  130,  60,  35,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 16, 2011092000,   , BEST,   0, 113N,  367W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  150,  60,  35,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 16, 2011092006,   , BEST,   0, 116N,  371W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  150,  50,  35,   0,   L,   0,    ,   0,   0,     INVEST, M, 
AL, 16, 2011092012,   , BEST,   0, 118N,  375W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  150,  50,  35,   0,   L,   0,    ,   0,   0,     INVEST, M, 
AL, 16, 2011092018,   , BEST,   0, 120N,  383W,  35, 1007, LO,  34, NEQ,  120,    0,    0,    0, 1012,  150,  50,  40,   0,   L,   0,    ,   0,   0,     INVEST, M, 
AL, 16, 2011092100,   , BEST,   0, 125N,  398W,  40, 1006, TS,  34, NEQ,  150,    0,    0,  120, 1012,  175, 100,  45,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092106,   , BEST,   0, 128N,  413W,  45, 1005, TS,  34, NEQ,  150,    0,    0,  120, 1010,  175,  90,  50,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  180,    0,    0,  180
AL, 16, 2011092112,   , BEST,   0, 129N,  428W,  50, 1000, TS,  34, NEQ,  200,  120,    0,  180, 1011,  175,  90,  60,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  210,    0,    0,  180
AL, 16, 2011092112,   , BEST,   0, 129N,  428W,  50, 1000, TS,  50, NEQ,  120,    0,    0,    0, 1011,  175,  90,  60,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  210,    0,    0,  180
AL, 16, 2011092118,   , BEST,   0, 130N,  440W,  50, 1000, TS,  34, NEQ,  200,  120,    0,  180, 1011,  175,  90,  60,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  210,    0,    0,  180
AL, 16, 2011092118,   , BEST,   0, 130N,  440W,  50, 1000, TS,  50, NEQ,  120,    0,    0,    0, 1011,  175,  90,  60,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  210,    0,    0,  180
AL, 16, 2011092200,   , BEST,   0, 132N,  452W,  50, 1000, TS,  34, NEQ,  200,  120,    0,  180, 1011,  175,  75,  60,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  210,    0,    0,  180
AL, 16, 2011092200,   , BEST,   0, 132N,  452W,  50, 1000, TS,  50, NEQ,  120,    0,    0,    0, 1011,  175,  75,  60,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  210,    0,    0,  180
AL, 16, 2011092206,   , BEST,   0, 134N,  463W,  55,  994, TS,  34, NEQ,  200,  120,    0,  180, 1010,  160,  70,  65,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  210,   90,   90,  180
AL, 16, 2011092206,   , BEST,   0, 134N,  463W,  55,  994, TS,  50, NEQ,   90,    0,    0,   90, 1010,  160,  70,  65,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  210,   90,   90,  180
AL, 16, 2011092212,   , BEST,   0, 136N,  472W,  55,  994, TS,  34, NEQ,  240,  120,  100,  180, 1010,  150,  70,  65,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  100,  100,  180
AL, 16, 2011092212,   , BEST,   0, 136N,  472W,  55,  994, TS,  50, NEQ,   90,    0,    0,   90, 1010,  150,  70,  65,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  100,  100,  180
AL, 16, 2011092218,   , BEST,   0, 138N,  483W,  55,  994, TS,  34, NEQ,  200,  120,   50,  200, 1010,  150,  70,  65,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  120,  100,  180
AL, 16, 2011092218,   , BEST,   0, 138N,  483W,  55,  994, TS,  50, NEQ,   90,    0,    0,   90, 1010,  150,  70,  65,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  120,  100,  180
AL, 16, 2011092300,   , BEST,   0, 139N,  493W,  45, 1000, TS,  34, NEQ,  225,  120,   50,  180, 1012,  165, 100,  55,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  120,  100,  180
AL, 16, 2011092306,   , BEST,   0, 143N,  504W,  40, 1004, TS,  34, NEQ,  225,  180,    0,  120, 1012,  165, 110,  50,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  120,  100,  210
AL, 16, 2011092312,   , BEST,   0, 146N,  519W,  40, 1004, TS,  34, NEQ,  225,  180,    0,    0, 1012,  175, 100,  45,   0,   L,   0,    ,   0,   0,    OPHELIA, S, 12, NEQ,  240,  120,  100,  210
AL, 16, 2011092318,   , BEST,   0, 153N,  532W,  45, 1003, TS,  34, NEQ,  225,  100,    0,  100, 1012,  175,  20,  55,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  120,   90,  240
AL, 16, 2011092400,   , BEST,   0, 157N,  540W,  45, 1005, TS,  34, NEQ,  225,  100,    0,  100, 1011,  175,  60,  55,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  210,  100,   90,  240
AL, 16, 2011092406,   , BEST,   0, 165N,  547W,  45, 1006, TS,  34, NEQ,  225,  100,    0,  120, 1010,  160,  60,  55,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  210,   60,   90,  210
AL, 16, 2011092412,   , BEST,   0, 175N,  556W,  45, 1006, TS,  34, NEQ,  225,  100,    0,  120, 1010,  150,  50,  55,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  100,  100,  240
AL, 16, 2011092418,   , BEST,   0, 177N,  570W,  40, 1007, TS,  34, NEQ,  225,  100,    0,  120, 1010,  150,  50,  50,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  120,  100,  240
AL, 16, 2011092500,   , BEST,   0, 179N,  580W,  40, 1007, TS,  34, NEQ,  225,  100,    0,  120, 1011,  165,  50,  50,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  120,  210,  240
AL, 16, 2011092506,   , BEST,   0, 182N,  590W,  40, 1007, TS,  34, NEQ,  180,   90,    0,    0, 1011,  165, 100,  50,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  120,  180,  240
AL, 16, 2011092512,   , BEST,   0, 182N,  600W,  35, 1008, TS,  34, NEQ,  180,  180,    0,    0, 1011,  165, 120,  45,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  240,  120,   90,  120
AL, 16, 2011092518,   , BEST,   0, 184N,  606W,  30, 1010, LO,   0,    ,    0,    0,    0,    0, 1013,  125, 120,  40,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092600,   , BEST,   0, 185N,  610W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1012,  125, 120,   0,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092606,   , BEST,   0, 182N,  586W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  200, 120,   0,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092612,   , BEST,   0, 182N,  584W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  150, 120,   0,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092618,   , BEST,   0, 172N,  587W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  150, 100,   0,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092700,   , BEST,   0, 172N,  588W,  25, 1010, LO,   0,    ,    0,    0,    0,    0, 1012,  150, 100,  35,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092706,   , BEST,   0, 173N,  595W,  25, 1010, LO,   0,    ,    0,    0,    0,    0, 1013,  240, 100,  35,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092712,   , BEST,   0, 176N,  592W,  25, 1010, LO,   0,    ,    0,    0,    0,    0, 1013,  240,  75,   0,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092718,   , BEST,   0, 180N,  594W,  30, 1009, TD,   0,    ,    0,    0,    0,    0, 1013,  240,  75,  35,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092800,   , BEST,   0, 181N,  595W,  30, 1009, TD,   0,    ,    0,    0,    0,    0, 1012,  240,  75,  40,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092806,   , BEST,   0, 182N,  596W,  40, 1005, TS,  34, NEQ,   60,    0,    0,    0, 1011,  240,  75,  40,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092812,   , BEST,   0, 184N,  598W,  40, 1001, TS,  34, NEQ,   75,   75,    0,   30, 1011,  240,  75,  55,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 
AL, 16, 2011092818,   , BEST,   0, 188N,  602W,  45, 1001, TS,  34, NEQ,   75,   75,    0,   30, 1011,  200,  75,  55,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,   90,   90,    0,    0
AL, 16, 2011092900,   , BEST,   0, 192N,  605W,  50,  995, TS,  34, NEQ,   90,   75,    0,   75, 1010,  200,  25,  60,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,   90,   90,    0,    0
AL, 16, 2011092900,   , BEST,   0, 192N,  605W,  50,  995, TS,  50, NEQ,   50,    0,    0,    0, 1010,  200,  25,  60,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,   90,   90,    0,    0
AL, 16, 2011092906,   , BEST,   0, 197N,  609W,  55,  995, TS,  34, NEQ,   90,   75,    0,   75, 1010,  200,  25,  60,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,   90,   90,    0,    0
AL, 16, 2011092906,   , BEST,   0, 197N,  609W,  55,  995, TS,  50, NEQ,   50,    0,    0,    0, 1010,  200,  25,  60,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,   90,   90,    0,    0
AL, 16, 2011092912,   , BEST,   0, 203N,  614W,  55,  991, TS,  34, NEQ,   90,   75,    0,   75, 1010,  200,  25,  75,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,   90,   90,    0,    0
AL, 16, 2011092912,   , BEST,   0, 203N,  614W,  55,  991, TS,  50, NEQ,   50,    0,    0,    0, 1010,  200,  25,  75,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,   90,   90,    0,    0
AL, 16, 2011092918,   , BEST,   0, 209N,  619W,  65,  987, HU,  34, NEQ,  130,  150,   50,   70, 1010,  200,  20,  80,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  150,  120,    0,  120
AL, 16, 2011092918,   , BEST,   0, 209N,  619W,  65,  987, HU,  50, NEQ,   30,   20,    0,   20, 1010,  200,  20,  80,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  150,  120,    0,  120
AL, 16, 2011092918,   , BEST,   0, 209N,  619W,  65,  987, HU,  64, NEQ,   20,    0,    0,    0, 1010,  200,  20,  80,   0,   L,   0,    ,   0,   0,    OPHELIA, M, 12, NEQ,  150,  120,    0,  120
AL, 16, 2011093000,   , BEST,   0, 215N,  622W,  70,  982, HU,  34, NEQ,  150,  150,   50,   90, 1010,  200,  20,  85,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  150,  150,    0,  120
AL, 16, 2011093000,   , BEST,   0, 215N,  622W,  70,  982, HU,  50, NEQ,   50,   40,   30,   40, 1010,  200,  20,  85,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  150,  150,    0,  120
AL, 16, 2011093000,   , BEST,   0, 215N,  622W,  70,  982, HU,  64, NEQ,   25,   20,    0,   20, 1010,  200,  20,  85,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  150,  150,    0,  120
AL, 16, 2011093006,   , BEST,   0, 220N,  625W,  85,  973, HU,  34, NEQ,  150,  150,   60,   90, 1010,  200,  20, 105,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  210,  180,   60,  150
AL, 16, 2011093006,   , BEST,   0, 220N,  625W,  85,  973, HU,  50, NEQ,   60,   50,   40,   50, 1010,  200,  20, 105,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  210,  180,   60,  150
AL, 16, 2011093006,   , BEST,   0, 220N,  625W,  85,  973, HU,  64, NEQ,   25,   25,   20,   20, 1010,  200,  20, 105,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  210,  180,   60,  150
AL, 16, 2011093012,   , BEST,   0, 230N,  628W,  95,  968, HU,  34, NEQ,  150,  150,   60,   90, 1010,  200,  20, 115,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  240,  180,   90,  180
AL, 16, 2011093012,   , BEST,   0, 230N,  628W,  95,  968, HU,  50, NEQ,   60,   50,   40,   50, 1010,  200,  20, 115,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  240,  180,   90,  180
AL, 16, 2011093012,   , BEST,   0, 230N,  628W,  95,  968, HU,  64, NEQ,   25,   25,   20,   20, 1010,  200,  20, 115,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  240,  180,   90,  180
AL, 16, 2011093018,   , BEST,   0, 242N,  629W, 100,  960, HU,  34, NEQ,  150,  150,   60,   90, 1010,  200,  20, 120,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  240,  120,   90,  180
AL, 16, 2011093018,   , BEST,   0, 242N,  629W, 100,  960, HU,  50, NEQ,   60,   50,   40,   50, 1010,  200,  20, 120,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  240,  120,   90,  180
AL, 16, 2011093018,   , BEST,   0, 242N,  629W, 100,  960, HU,  64, NEQ,   25,   25,   20,   20, 1010,  200,  20, 120,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  240,  120,   90,  180
AL, 16, 2011100100,   , BEST,   0, 256N,  630W, 105,  956, HU,  34, NEQ,  180,  180,   60,   90, 1010,  220,  15, 130,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  240,  120,   90,  180
AL, 16, 2011100100,   , BEST,   0, 256N,  630W, 105,  956, HU,  50, NEQ,   70,   60,   40,   50, 1010,  220,  15, 130,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  240,  120,   90,  180
AL, 16, 2011100100,   , BEST,   0, 256N,  630W, 105,  956, HU,  64, NEQ,   35,   30,   20,   25, 1010,  220,  15, 130,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  240,  120,   90,  180
AL, 16, 2011100106,   , BEST,   0, 270N,  631W, 105,  952, HU,  34, NEQ,  180,  180,   75,   90, 1010,  220,  15, 130,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  270,  210,  120,  180
AL, 16, 2011100106,   , BEST,   0, 270N,  631W, 105,  952, HU,  50, NEQ,   70,   60,   40,   50, 1010,  220,  15, 130,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  270,  210,  120,  180
AL, 16, 2011100106,   , BEST,   0, 270N,  631W, 105,  952, HU,  64, NEQ,   35,   30,   20,   25, 1010,  220,  15, 130,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  270,  210,  120,  180
AL, 16, 2011100112,   , BEST,   0, 285N,  631W, 105,  949, HU,  34, NEQ,  180,  180,   75,   90, 1010,  220,  15, 130,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  270,  240,  110,  180
AL, 16, 2011100112,   , BEST,   0, 285N,  631W, 105,  949, HU,  50, NEQ,   70,   60,   40,   50, 1010,  220,  15, 130,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  270,  240,  110,  180
AL, 16, 2011100112,   , BEST,   0, 285N,  631W, 105,  949, HU,  64, NEQ,   35,   30,   20,   25, 1010,  220,  15, 130,   0,   L,   0,    ,   0,   0,    OPHELIA, D, 12, NEQ,  270,  240,  110,  180
