CP, 93, 2011101700, 01, CARQ, -24, 100N, 1598W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 93, 2011101700, 01, CARQ, -18,  99N, 1603W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 93, 2011101700, 01, CARQ, -12,  99N, 1611W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 267,   8,     INVEST,  , 
CP, 93, 2011101700, 01, CARQ,  -6,  98N, 1619W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 93, 2011101700, 01, CARQ,   0,  97N, 1625W,  20, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1011,  125, 120,   0,   0,   C,   0,   X, 265,   7,     INVEST, S, 
CP, 93, 2011101700, 01, CARQ,   0,  97N, 1625W,  20, 1010, DB,  50, NEQ,    0,    0,    0,    0, 1011,  125, 120,   0,   0,   C,   0,   X, 265,   7,     INVEST, S, 
CP, 93, 2011101700, 01, CARQ,   0,  97N, 1625W,  20, 1010, DB,  64, NEQ,    0,    0,    0,    0, 1011,  125, 120,   0,   0,   C,   0,   X, 265,   7,     INVEST, S, 
CP, 93, 2011101700, 03,  CMC,   0,  92N, 1620W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,   6,  97N, 1621W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  12, 100N, 1621W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  18, 100N, 1620W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  24, 105N, 1623W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  30, 108N, 1627W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  36, 110N, 1631W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  42, 115N, 1641W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  48, 119N, 1650W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  54, 120N, 1660W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  60, 126N, 1670W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  66, 129N, 1681W,  28, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  72, 130N, 1693W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  78, 134N, 1708W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  84, 138N, 1720W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  90, 137N, 1737W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC,  96, 140N, 1749W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC, 102, 141N, 1762W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC, 108, 149N, 1776W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC, 114, 148N, 1790W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC, 120, 154N, 1798E,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC, 126, 159N, 1789E,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC, 132, 161N, 1774E,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC, 138, 163N, 1766E,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  CMC, 144, 173N, 1766E,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  EMX,   0,  95N, 1621W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  EMX,  12,  95N, 1630W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  EMX,  24, 100N, 1633W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  EMX,  36, 104N, 1644W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  EMX,  48, 108N, 1654W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  EMX,  60, 110N, 1670W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  EMX,  72, 111N, 1690W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2011101700, 03,  EMX,  84, 119N, 1710W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
