EP, 97, 2011100500, 01, CARQ, -24, 115N, 1083W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 97, 2011100500, 01, CARQ, -18, 114N, 1099W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 97, 2011100500, 01, CARQ, -12, 115N, 1109W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 277,   9,     INVEST,  , 
EP, 97, 2011100500, 01, CARQ,  -6, 116N, 1117W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 97, 2011100500, 01, CARQ,   0, 117N, 1130W,  25, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1010,  150,  60,   0,   0,   E,   0,   X, 275,  10,     INVEST, S, 
EP, 97, 2011100500, 01, CARQ,   0, 117N, 1130W,  25, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1010,  150,  60,   0,   0,   E,   0,   X, 275,  10,     INVEST, S, 
EP, 97, 2011100500, 01, CARQ,   0, 117N, 1130W,  25, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1010,  150,  60,   0,   0,   E,   0,   X, 275,  10,     INVEST, S, 
EP, 97, 2011100500, 03,  EMX,   0, 110N, 1120W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 97, 2011100500, 03,  EMX,  12, 118N, 1127W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 97, 2011100500, 03,  EMX,  24, 119N, 1149W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 97, 2011100500, 03,  EMX,  36, 119N, 1162W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 97, 2011100500, 03,  EMX,  48, 127N, 1176W,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 97, 2011100500, 03,  EMX,  60, 139N, 1190W,  28, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 97, 2011100500, 03,  EMX,  72, 141N, 1208W,  32, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 97, 2011100500, 03,  EMX,  84, 146N, 1207W,  31, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 97, 2011100500, 03,  EMX,  96, 148N, 1202W,  32, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 97, 2011100500, 03,  EMX, 108, 149N, 1193W,  40, 1000, XX,  34, NEQ,    0,   87,    0,    0, 
EP, 97, 2011100500, 03,  EMX, 120, 150N, 1181W,  34,  998, XX,  34, NEQ,    0,   86,    0,    0, 
EP, 97, 2011100500, 03,  EMX, 132, 152N, 1169W,  38,  996, XX,  34, NEQ,    0,   97,   77,    0, 
EP, 97, 2011100500, 03,  EMX, 144, 159N, 1149W,  42,  993, XX,  34, NEQ,    0,   82,   85,    0, 
