WP, 20, 2011092106,   , BEST,   0,  88N, 1413E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 20, 2011092112,   , BEST,   0,  96N, 1417E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 20, 2011092118,   , BEST,   0, 105N, 1418E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 20, 2011092200,   , BEST,   0, 112N, 1413E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1011,  150,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 20, 2011092206,   , BEST,   0, 116N, 1407E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1011,  150,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 20, 2011092212,   , BEST,   0, 120N, 1401E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1011,  150,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 20, 2011092218,   , BEST,   0, 123N, 1397E,  15, 1007, DB,   0,    ,    0,    0,    0,    0, 1011,  150,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 20, 2011092300,   , BEST,   0, 126N, 1393E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  170,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 20, 2011092306,   , BEST,   0, 131N, 1387E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1010,  170,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 20, 2011092312,   , BEST,   0, 136N, 1380E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1010,  180,  45,   0,   0,   W,   0,    ,   0,   0,     TWENTY, S, 
WP, 20, 2011092318,   , BEST,   0, 139N, 1372E,  40,  993, TS,  34, NEQ,   50,   50,   50,   50, 1006,  220,  40,   0,   0,   W,   0,    ,   0,   0,     TWENTY, M, 
WP, 20, 2011092400,   , BEST,   0, 143N, 1363E,  40,  993, TS,  34, NEQ,   50,   50,   50,   50, 1006,  220,  40,   0,   0,   W,   0,    ,   0,   0,     TWENTY, M, 
WP, 20, 2011092406,   , BEST,   0, 148N, 1351E,  45,  989, TS,  34, NEQ,   50,   50,   50,   50, 1006,  210,  40,   0,   0,   W,   0,    ,   0,   0,      NESAT, M, 
WP, 20, 2011092412,   , BEST,   0, 151N, 1336E,  50,  985, TS,  34, NEQ,   60,   50,   50,   60, 1006,  210,  40,   0,   0,   W,   0,    ,   0,   0,      NESAT, M, 
WP, 20, 2011092418,   , BEST,   0, 150N, 1323E,  55,  982, TS,  34, NEQ,   70,   60,   60,   80, 1007,  240,  10,   0,   0,   W,   0,    ,   0,   0,      NESAT, M, 
WP, 20, 2011092418,   , BEST,   0, 150N, 1323E,  55,  982, TS,  50, NEQ,   20,   20,   20,   20, 1007,  240,  10,   0,   0,   W,   0,    ,   0,   0,      NESAT, M, 
