EP, 92, 2013092412, 01, CARQ, -24, 138N,  928W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 92, 2013092412, 01, CARQ, -18, 142N,  935W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 92, 2013092412, 01, CARQ, -12, 144N,  939W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 293,   5,     INVEST,  , 
EP, 92, 2013092412, 01, CARQ,  -6, 146N,  945W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 92, 2013092412, 01, CARQ,   0, 147N,  950W,  20, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1012,  150,  70,   0,   0,   E,   0,   X, 285,   8,     INVEST, S , 
EP, 92, 2013092412, 01, CARQ,   0, 147N,  950W,  20, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1012,  150,  70,   0,   0,   E,   0,   X, 285,   8,     INVEST, S , 
EP, 92, 2013092412, 01, CARQ,   0, 147N,  950W,  20, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1012,  150,  70,   0,   0,   E,   0,   X, 285,   8,     INVEST, S , 
EP, 92, 2013092412, 03,  CMC,   0, 150N,  961W,   0, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  EMX,   0, 149N,  962W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  EMX,   6, 146N,  973W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  EMX,  12, 148N,  977W,  18, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  NAM,   0, 157N,  953W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  NAM,   6, 152N,  957W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  NAM,  12, 137N,  975W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  UKX,   0, 149N,  954W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  UKX,  12, 150N,  962W,  13, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  UKX,  24, 139N,  969W,  15, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  UKX,  36, 146N,  981W,  14, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  UKX,  48, 149N,  999W,  13, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  UKX,  60, 157N, 1006W,  14, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03,  UKX,  72, 162N, 1009W,  12, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03, AEMN,   0, 148N,  950W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 92, 2013092412, 03, AEMN,   6, 142N,  955W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
