CP, 02, 2013081218, 01, CARQ, -24, 122N, 1380W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 02, 2013081218, 01, CARQ, -18, 121N, 1388W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 02, 2013081218, 01, CARQ, -12, 120N, 1396W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 263,   8,     INVEST,  , 
CP, 02, 2013081218, 01, CARQ,  -6, 119N, 1404W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 02, 2013081218, 01, CARQ,   0, 118N, 1412W,  25, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1011,  150,  60,   0,   0,   C,   0,   X, 265,   8,     INVEST, S , 
CP, 02, 2013081218, 01, CARQ,   0, 118N, 1412W,  25, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1011,  150,  60,   0,   0,   C,   0,   X, 265,   8,     INVEST, S , 
CP, 02, 2013081218, 01, CARQ,   0, 118N, 1412W,  25, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1011,  150,  60,   0,   0,   C,   0,   X, 265,   8,     INVEST, S , 
CP, 02, 2013081218, 03,  NAM,   0, 124N, 1403W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03,  NAM,   6, 127N, 1417W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03,  NAM,  12, 124N, 1427W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03,  NAM,  18, 123N, 1441W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03,  NAM,  24, 122N, 1457W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03,  NAM,  30, 119N, 1471W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,   0, 121N, 1409W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,   6, 122N, 1422W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  12, 122N, 1435W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  18, 121N, 1448W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  24, 122N, 1462W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  30, 123N, 1477W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  36, 125N, 1492W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  42, 126N, 1507W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  48, 126N, 1523W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  54, 129N, 1538W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  60, 131N, 1553W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  66, 133N, 1569W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  72, 134N, 1581W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  78, 140N, 1596W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  84, 145N, 1610W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  90, 148N, 1628W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN,  96, 151N, 1645W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 102, 156N, 1661W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 108, 159N, 1677W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 114, 158N, 1691W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 120, 163N, 1709W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 126, 163N, 1723W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 132, 164N, 1739W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 138, 167N, 1756W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 144, 169N, 1774W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 150, 173N, 1790W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 156, 175N, 1794E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 162, 177N, 1778E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 168, 179N, 1762E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 174, 184N, 1747E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 180, 186N, 1737E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 02, 2013081218, 03, AEMN, 186, 186N, 1725E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
