EP, 21, 2019111512,   , BEST,   0,  90N,  957W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  90,   0,   0,    ,   0,    ,   0,   0,     INVEST,  ,  0,    ,    0,    0,    0,    0, genesis-num, 050, 
EP, 21, 2019111518,   , BEST,   0,  91N,  967W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  90,   0,   0,    ,   0,    ,   0,   0,     INVEST,  ,  0,    ,    0,    0,    0,    0, genesis-num, 050, 
EP, 21, 2019111600,   , BEST,   0,  91N,  977W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  100,  40,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 050, 
EP, 21, 2019111606,   , BEST,   0,  92N,  987W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  100,  25,  40,   0,   E,   0,    ,   0,   0, TWENTY-ONE, M,  0,    ,    0,    0,    0,    0, genesis-num, 050, TRANSITIONED, epD42019 to ep212019, 
EP, 21, 2019111612,   , BEST,   0,  92N,  997W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  100,  25,  40,   0,   E,   0,    ,   0,   0, TWENTY-ONE, M,  0,    ,    0,    0,    0,    0, genesis-num, 050, 
EP, 21, 2019111618,   , BEST,   0,  94N, 1007W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  100,  40,  40,   0,   E,   0,    ,   0,   0, TWENTY-ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 050, 
EP, 21, 2019111700,   , BEST,   0,  96N, 1015W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  100,  40,  40,   0,   E,   0,    ,   0,   0, TWENTY-ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 050, 
EP, 21, 2019111706,   , BEST,   0, 100N, 1022W,  25, 1007, TD,   0,    ,    0,    0,    0,    0, 1010,  100,  40,  35,   0,   E,   0,    ,   0,   0, TWENTY-ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 050, 
EP, 21, 2019111712,   , BEST,   0, 104N, 1029W,  25, 1007, TD,   0,    ,    0,    0,    0,    0, 1010,  100,  40,  35,   0,   E,   0,    ,   0,   0, TWENTY-ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 050, 
EP, 21, 2019111718,   , BEST,   0, 110N, 1036W,  25, 1007, TD,   0,    ,    0,    0,    0,    0, 1010,  100,  40,  35,   0,   E,   0,    ,   0,   0, TWENTY-ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 050, 
EP, 21, 2019111800,   , BEST,   0, 117N, 1042W,  25, 1007, TD,   0,    ,    0,    0,    0,    0, 1010,  100,  40,  35,   0,   E,   0,    ,   0,   0, TWENTY-ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 050, 
EP, 21, 2019111806,   , BEST,   0, 122N, 1048W,  25, 1007, TD,   0,    ,    0,    0,    0,    0, 1010,  100,  50,  35,   0,   E,   0,    ,   0,   0, TWENTY-ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 050, 
