AL, 94, 2019090506,   , BEST,   0, 141N,  195W,  20, 1011, DB,   0,    ,    0,    0,    0,    0, 1013,  180,  30,   0,   0, 
AL, 94, 2019090512,   , BEST,   0, 141N,  208W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  40,   0,   0, 
AL, 94, 2019090518,   , BEST,   0, 141N,  220W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  40,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, SPAWNINVEST, al712019 to al942019, 
AL, 94, 2019090600,   , BEST,   0, 141N,  230W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  40,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 94, 2019090606,   , BEST,   0, 142N,  242W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  40,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 94, 2019090612,   , BEST,   0, 144N,  256W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  40,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 94, 2019090618,   , BEST,   0, 144N,  271W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 94, 2019090700,   , BEST,   0, 144N,  287W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 94, 2019090706,   , BEST,   0, 145N,  301W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 94, 2019090712,   , BEST,   0, 145N,  316W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 94, 2019090718,   , BEST,   0, 145N,  331W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 94, 2019090800,   , BEST,   0, 146N,  345W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 94, 2019090806,   , BEST,   0, 146N,  359W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 94, 2019090812,   , BEST,   0, 145N,  373W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1014,  180,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 94, 2019090818,   , BEST,   0, 143N,  387W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1014,  180,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
