EP, 03, 2019070612,   , BEST,   0, 155N, 1149W,  45, 1001, TS,  34, NEQ,  140,    0,    0,  120, 1010,  180, 100,  55,   0,   E,   0,    ,   0,   0,      COSME, M,  0,    ,    0,    0,    0,    0, genesis-num, 009, TRANSITIONED, epA52019 to ep032019, 
EP, 03, 2019070618,   , BEST,   0, 159N, 1158W,  45, 1001, TS,  34, NEQ,  140,    0,    0,  110, 1010,  180,  70,  55,   0,   E,   0,    ,   0,   0,      COSME, M, 12, NEQ,  180,  180,    0,  120, genesis-num, 009, 
EP, 03, 2019070700,   , BEST,   0, 163N, 1167W,  40, 1002, TS,  34, NEQ,  140,    0,    0,  110, 1009,  180,  70,  55,   0,   E,   0,    ,   0,   0,      COSME, M, 12, NEQ,  180,  270,   45,  150, genesis-num, 009, 
EP, 03, 2019070706,   , BEST,   0, 168N, 1175W,  35, 1004, TS,  34, NEQ,  130,    0,    0,  100, 1009,  180,  80,  45,   0,   E,   0,    ,   0,   0,      COSME, M, 12, NEQ,  210,  270,  120,  150, genesis-num, 009, 
EP, 03, 2019070712,   , BEST,   0, 175N, 1181W,  35, 1004, TS,  34, NEQ,  120,    0,    0,   90, 1009,  180,  80,  45,   0,   E,   0,    ,   0,   0,      COSME, M, 12, NEQ,  210,  270,  120,  150, genesis-num, 009, 
EP, 03, 2019070718,   , BEST,   0, 183N, 1188W,  35, 1004, TS,  34, NEQ,  110,    0,    0,   90, 1009,  180,  80,  45,   0,   E,   0,    ,   0,   0,      COSME, M, 12, NEQ,  180,  180,   60,  150, genesis-num, 009, 
EP, 03, 2019070800,   , BEST,   0, 190N, 1194W,  30, 1005, LO,   0,    ,    0,    0,    0,    0, 1009,  180,  80,  40,   0,   E,   0,    ,   0,   0,      COSME, M, 12, NEQ,  120,   90,  120,  150, genesis-num, 009, 
EP, 03, 2019070806,   , BEST,   0, 196N, 1199W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,  35,   0,   E,   0,    ,   0,   0,      COSME, S, 12, NEQ,   90,   45,   60,   60, genesis-num, 009, 
EP, 03, 2019070812,   , BEST,   0, 202N, 1203W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,  35,   0,   E,   0,    ,   0,   0,      COSME, S,  0,    ,    0,    0,    0,    0, genesis-num, 009, 
EP, 03, 2019070818,   , BEST,   0, 207N, 1205W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,   0,   0,    ,   0,    ,   0,   0,      COSME,  ,  0,    ,    0,    0,    0,    0, genesis-num, 009, 
EP, 03, 2019070900,   , BEST,   0, 212N, 1207W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,   0,   0,    ,   0,    ,   0,   0,      COSME,  ,  0,    ,    0,    0,    0,    0, genesis-num, 009, 
EP, 03, 2019070906,   , BEST,   0, 216N, 1208W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,   0,   0,    ,   0,    ,   0,   0,      COSME,  ,  0,    ,    0,    0,    0,    0, genesis-num, 009, 
EP, 03, 2019070912,   , BEST,   0, 219N, 1209W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,   0,   0,    ,   0,    ,   0,   0,      COSME,  ,  0,    ,    0,    0,    0,    0, genesis-num, 009, 
EP, 03, 2019070918,   , BEST,   0, 222N, 1210W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,   0,   0,    ,   0,    ,   0,   0,      COSME,  ,  0,    ,    0,    0,    0,    0, genesis-num, 009, 
EP, 03, 2019071000,   , BEST,   0, 225N, 1213W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,   0,   0,    ,   0,    ,   0,   0,      COSME,  ,  0,    ,    0,    0,    0,    0, genesis-num, 009, 
EP, 03, 2019071006,   , BEST,   0, 226N, 1217W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,   0,   0,    ,   0,    ,   0,   0,      COSME,  ,  0,    ,    0,    0,    0,    0, genesis-num, 009, 
EP, 03, 2019071012,   , BEST,   0, 226N, 1221W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,   0,   0,    ,   0,    ,   0,   0,      COSME,  ,  0,    ,    0,    0,    0,    0, genesis-num, 009, 
EP, 03, 2019071018,   , BEST,   0, 224N, 1225W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,   0,   0,    ,   0,    ,   0,   0,      COSME,  ,  0,    ,    0,    0,    0,    0, genesis-num, 009, 
