AL, 04, 2019081718, 01, CARQ, -24, 306N,  821W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 04, 2019081718, 01, CARQ, -18, 312N,  817W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 04, 2019081718, 01, CARQ, -12, 318N,  812W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,  40,   7,     INVEST,  , 
AL, 04, 2019081718, 01, CARQ,  -6, 323N,  806W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 04, 2019081718, 01, CARQ,   0, 328N,  800W,  25, 1013, LO,  34, NEQ,    0,    0,    0,    0, 1015,  150,  40,   0,   0,   L,   0,   X,  45,   7,     INVEST, S, 
AL, 04, 2019081718, 01, CARQ,   0, 328N,  800W,  25, 1013, LO,  50, NEQ,    0,    0,    0,    0, 1015,  150,  40,   0,   0,   L,   0,   X,  45,   7,     INVEST, S, 
AL, 04, 2019081718, 01, CARQ,   0, 328N,  800W,  25, 1013, LO,  64, NEQ,    0,    0,    0,    0, 1015,  150,  40,   0,   0,   L,   0,   X,  45,   7,     INVEST, S, 
AL, 04, 2019081718, 03, AC00,   0, 330N,  803W,  22, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AC00,   6, 333N,  792W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AC00,  12, 342N,  787W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AC00,  18, 353N,  771W,  27, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AC00,  24, 360N,  761W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AC00,  30, 367N,  754W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AC00,  36, 372N,  745W,  26, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AC00,  42, 378N,  734W,  26, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AC00,  48, 382N,  723W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AC00,  54, 386N,  710W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AC00,  60, 392N,  694W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AEMN,   0, 329N,  802W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2019081718, 03, AEMN,   6, 334N,  793W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
