WP, 91, 2019072300, 71, JNVG,   0, 244N, 1354E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 71, JNVG,  12, 244N, 1346E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 71, JNVG,  24, 265N, 1362E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 71, JNVG,  36, 257N, 1364E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 71, JNVG,  48, 267N, 1365E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 71, JNVG,  60, 274N, 1375E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 71, JNVG,  72, 287N, 1376E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 71, JNVG,  84, 301N, 1375E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 71, JNVG,  96, 315N, 1373E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 71, JNVG, 108, 325N, 1368E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 71, JNVG, 120, 334N, 1366E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 72, JAVN,   0, 235N, 1354E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 72, JAVN,  12, 235N, 1346E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 72, JAVN,  24, 245N, 1375E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 72, JAVN,  36, 265N, 1382E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 72, JAVN,  48, 283N, 1385E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 72, JAVN,  60, 295N, 1386E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 72, JAVN,  72, 305N, 1386E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 72, JAVN,  84, 313N, 1385E,  55,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 72, JAVN,  96, 315N, 1382E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 73, JUKM,   0, 246N, 1353E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 73, JUKM,  12, 244N, 1348E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 73, JUKM,  24, 241N, 1345E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 73, JUKM,  36, 254N, 1345E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 73, JUKM,  48, 248N, 1355E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 73, JUKM,  60, 246N, 1355E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 73, JUKM,  72, 249N, 1355E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 73, JUKM,  84, 255N, 1357E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 73, JUKM,  96, 259N, 1365E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 73, JUKM, 108, 265N, 1374E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 73, JUKM, 120, 274N, 1376E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 74, JJGS,   0, 244N, 1347E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 74, JJGS,  12, 249N, 1348E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 74, JJGS,  24, 250N, 1345E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072300, 74, JJGS,  36, 248N, 1343E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 91, 2019072306, 01, CARQ, -12, 244N, 1348E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 91, 2019072306, 01, CARQ,  -6, 246N, 1350E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 91, 2019072306, 01, CARQ,   0, 248N, 1352E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 91, 2019072306, 03, C120,  12, 252N, 1355E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 91, 2019072306, 03, C120,  24, 258N, 1357E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
