WP, 93, 2019072812,   , BEST,   0, 203N, 1626E,  15, 1006, WV,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 93, 2019072818,   , BEST,   0, 205N, 1622E,  15, 1006, WV,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 93, 2019072900,   , BEST,   0, 206N, 1618E,  15, 1006, WV,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 93, 2019072906,   , BEST,   0, 209N, 1615E,  15, 1008, WV,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 93, 2019072912,   , BEST,   0, 210N, 1610E,  15, 1010, WV,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 93, 2019072918,   , BEST,   0, 210N, 1598E,  15, 1010, WV,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 93, 2019073000,   , BEST,   0, 214N, 1585E,  15, 1007, WV,   0,    ,    0,    0,    0,    0, 1008,   95,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 93, 2019073006,   , BEST,   0, 215N, 1574E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1008,   95,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 93, 2019073012,   , BEST,   0, 214N, 1564E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1008,   95,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 93, 2019073018,   , BEST,   0, 213N, 1557E,  15, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,   80,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 93, 2019073100,   , BEST,   0, 213N, 1549E,  15, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  135,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 93, 2019073106,   , BEST,   0, 213N, 1543E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1008,  135,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
