AL, 19, 2019102806, 01, CARQ, -24, 404N,  464W,  50,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 19, 2019102806, 01, CARQ, -18, 402N,  448W,  55,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 19, 2019102806, 01, CARQ, -12, 402N,  431W,  60,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,  85,  15,     INVEST,  , 
AL, 19, 2019102806, 01, CARQ,  -6, 404N,  408W,  65,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 19, 2019102806, 01, CARQ,   0, 412N,  395W,  65,  965, EX,  34, NEQ,  120,  200,  360,  360, 1008,  450,  90,   0,   0,   L,   0,   X,  45,   7,     INVEST, M, 
AL, 19, 2019102806, 01, CARQ,   0, 412N,  395W,  65,  965, EX,  50, NEQ,    0,  160,  240,  240, 1008,  450,  90,   0,   0,   L,   0,   X,  45,   7,     INVEST, M, 
AL, 19, 2019102806, 01, CARQ,   0, 412N,  395W,  65,  965, EX,  64, NEQ,    0,    0,  110,   90, 1008,  450,  90,   0,   0,   L,   0,   X,  45,   7,     INVEST, M, 
AL, 19, 2019102806, 03, AC00,   0, 414N,  396W,  50,  962, XX,  34, NEQ,  380,  304,  478,  445, 
AL, 19, 2019102806, 03, AC00,   0, 414N,  396W,  50,  962, XX,  50, NEQ,    0,    0,    0,  301, 
AL, 19, 2019102806, 03, AC00,   6, 424N,  400W,  45,  965, XX,  34, NEQ,  432,  330,  434,  463, 
AL, 19, 2019102806, 03, AC00,  12, 425N,  403W,  42,  966, XX,  34, NEQ,  519,  364,  432,  499, 
AL, 19, 2019102806, 03, AC00,  18, 422N,  396W,  38,  968, XX,  34, NEQ,    0,  346,  471,  563, 
AL, 19, 2019102806, 03, AC00,  24, 424N,  393W,  35,  970, XX,  34, NEQ,    0,  313,  561,    0, 
AL, 19, 2019102806, 03, AC00,  30, 424N,  393W,  36,  974, XX,  34, NEQ,  125,  268,  267,  153, 
AL, 19, 2019102806, 03, AC00,  36, 424N,  399W,  38,  976, XX,  34, NEQ,    0,    0,    0,  560, 
AL, 19, 2019102806, 03, AC00,  42, 419N,  404W,  39,  981, XX,  34, NEQ,    0,    0,  254,  363, 
AL, 19, 2019102806, 03, AC00,  48, 414N,  407W,  37,  984, XX,  34, NEQ,    0,    0,  312,  282, 
AL, 19, 2019102806, 03, AC00,  54, 408N,  411W,  39,  987, XX,  34, NEQ,    0,    0,  369,  335, 
AL, 19, 2019102806, 03, AC00,  60, 401N,  413W,  37,  989, XX,  34, NEQ,    0,    0,  195,  260, 
AL, 19, 2019102806, 03, AC00,  66, 394N,  407W,  33,  993, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AC00,  72, 394N,  394W,  30,  996, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AC00,  78, 396N,  380W,  29, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AC00,  84, 400N,  362W,  28, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AC00,  90, 403N,  341W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AC00,  96, 408N,  314W,  26, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AC00, 102, 407N,  286W,  25, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AC00, 108, 408N,  253W,  26, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,   0, 415N,  396W,  51,  961, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,   6, 424N,  400W,  45,  965, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  12, 425N,  403W,  42,  966, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  18, 422N,  397W,  39,  968, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  24, 424N,  393W,  36,  970, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  30, 425N,  393W,  36,  974, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  36, 424N,  399W,  37,  976, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  42, 419N,  403W,  37,  981, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  48, 415N,  406W,  36,  984, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  54, 409N,  409W,  37,  988, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  60, 404N,  410W,  36,  988, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  66, 397N,  405W,  34,  993, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  72, 395N,  394W,  31,  996, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  78, 397N,  378W,  31, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  84, 402N,  358W,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  90, 408N,  334W,  28, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN,  96, 413N,  308W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN, 102, 415N,  278W,  26, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AEMN, 108, 415N,  255W,  25, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP01,   0, 415N,  396W,  50,  962, XX,  34, NEQ,  364,  245,  459,  439, 
AL, 19, 2019102806, 03, AP01,   0, 415N,  396W,  50,  962, XX,  50, NEQ,    0,    0,    0,  301, 
AL, 19, 2019102806, 03, AP01,   6, 426N,  401W,  44,  966, XX,  34, NEQ,  454,  335,  424,  466, 
AL, 19, 2019102806, 03, AP01,  12, 426N,  405W,  43,  967, XX,  34, NEQ,  508,  345,  413,  485, 
AL, 19, 2019102806, 03, AP01,  18, 423N,  398W,  39,  969, XX,  34, NEQ,    0,  322,  443,  257, 
AL, 19, 2019102806, 03, AP01,  24, 426N,  393W,  35,  970, XX,  34, NEQ,    0,  260,  560,    0, 
AL, 19, 2019102806, 03, AP01,  30, 428N,  399W,  38,  975, XX,  34, NEQ,  362,    0,    0,  252, 
AL, 19, 2019102806, 03, AP01,  36, 424N,  412W,  42,  977, XX,  34, NEQ,  166,    0,  564,  281, 
AL, 19, 2019102806, 03, AP01,  42, 413N,  424W,  42,  981, XX,  34, NEQ,  194,    0,  537,  285, 
AL, 19, 2019102806, 03, AP01,  48, 400N,  429W,  40,  983, XX,  34, NEQ,    0,    0,  306,  397, 
AL, 19, 2019102806, 03, AP01,  54, 390N,  428W,  37,  987, XX,  34, NEQ,    0,    0,  316,  345, 
AL, 19, 2019102806, 03, AP01,  60, 384N,  423W,  32,  989, XX,  34, NEQ,    0,    0,    0,  302, 
AL, 19, 2019102806, 03, AP01,  66, 382N,  412W,  29,  993, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP01,  72, 386N,  397W,  29,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP01,  78, 393N,  381W,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP01,  84, 400N,  364W,  29, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP01,  90, 404N,  348W,  30, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP01,  96, 406N,  328W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP01, 102, 410N,  300W,  28, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP01, 108, 413N,  269W,  28, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP01, 114, 410N,  234W,  28, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP02,   0, 417N,  396W,  51,  959, XX,  34, NEQ,  373,  261,  493,  447, 
AL, 19, 2019102806, 03, AP02,   0, 417N,  396W,  51,  959, XX,  50, NEQ,    0,    0,  140,  274, 
AL, 19, 2019102806, 03, AP02,   6, 426N,  402W,  45,  964, XX,  34, NEQ,  426,  382,  443,  468, 
AL, 19, 2019102806, 03, AP02,  12, 426N,  405W,  43,  964, XX,  34, NEQ,  470,  372,  428,  504, 
AL, 19, 2019102806, 03, AP02,  18, 424N,  400W,  39,  966, XX,  34, NEQ,    0,  336,  470,  563, 
AL, 19, 2019102806, 03, AP02,  24, 424N,  395W,  37,  968, XX,  34, NEQ,    0,  325,  564,  287, 
AL, 19, 2019102806, 03, AP02,  30, 424N,  393W,  36,  972, XX,  34, NEQ,    0,  286,  297,  150, 
AL, 19, 2019102806, 03, AP02,  36, 424N,  397W,  37,  975, XX,  34, NEQ,    0,  239,  265,  391, 
AL, 19, 2019102806, 03, AP02,  42, 421N,  399W,  38,  980, XX,  34, NEQ,    0,    0,   96,  363, 
AL, 19, 2019102806, 03, AP02,  48, 419N,  399W,  36,  983, XX,  34, NEQ,    0,    0,    0,  362, 
AL, 19, 2019102806, 03, AP02,  54, 415N,  402W,  37,  986, XX,  34, NEQ,    0,    0,  396,  286, 
AL, 19, 2019102806, 03, AP02,  60, 410N,  404W,  37,  987, XX,  34, NEQ,    0,    0,  100,  246, 
AL, 19, 2019102806, 03, AP02,  66, 401N,  401W,  35,  992, XX,  34, NEQ,    0,    0,  133,  229, 
AL, 19, 2019102806, 03, AP02,  72, 399N,  390W,  33,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP02,  78, 400N,  376W,  31, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP02,  84, 402N,  361W,  28, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP02,  90, 403N,  344W,  26, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP02,  96, 404N,  325W,  23, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP02, 102, 402N,  307W,  21, 1019, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP02, 108, 401N,  290W,  20, 1020, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 19, 2019102806, 03, AP03,   0, 416N,  397W,  53,  961, XX,  34, NEQ,  444,  339,  507,  430, 
AL, 19, 2019102806, 03, AP03,   0, 416N,  397W,  53,  961, XX,  50, NEQ,    0,    0,  176,  292, 
AL, 19, 2019102806, 03, AP03,   6, 424N,  402W,  46,  965, XX,  34, NEQ,  411,  334,  441,  468, 
AL, 19, 2019102806, 03, AP03,   6, 424N,  402W,  46,  965, XX,  50, NEQ,    0,    0,  215,  213, 
