AL, 15, 2019101412,   , BEST,   0, 126N,  193W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1011,  150,  50,  40,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 15, 2019101418,   , BEST,   0, 133N,  200W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1011,  150,  50,  40,   0,   L,   0,    ,   0,   0,    FIFTEEN, D,  0,    ,    0,    0,    0,    0, genesis-num, 035, TRANSITIONED, alC42019 to al152019, 
AL, 15, 2019101500,   , BEST,   0, 142N,  204W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1012,  200,  50,  40,   0,   L,   0,    ,   0,   0,    FIFTEEN, M,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 15, 2019101506,   , BEST,   0, 150N,  210W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1012,  200,  50,  40,   0,   L,   0,    ,   0,   0,    FIFTEEN, M,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 15, 2019101512,   , BEST,   0, 157N,  217W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1012,  250,  60,  40,   0,   L,   0,    ,   0,   0,    FIFTEEN, M,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 15, 2019101518,   , BEST,   0, 163N,  226W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1012,  250,  70,   0,   0,   L,   0,    ,   0,   0,    FIFTEEN, M,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 15, 2019101600,   , BEST,   0, 170N,  234W,  30, 1009, TD,   0,    ,    0,    0,    0,    0, 1012,  200,  70,  40,   0,   L,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 15, 2019101606,   , BEST,   0, 176N,  244W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  200,  70,  35,   0,   L,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 15, 2019101612,   , BEST,   0, 182N,  254W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  200,  70,   0,   0,    ,   0,    ,   0,   0,    FIFTEEN,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 15, 2019101618,   , BEST,   0, 187N,  268W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  200,  70,   0,   0,    ,   0,    ,   0,   0,    FIFTEEN,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 15, 2019101700,   , BEST,   0, 192N,  283W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  200,  70,   0,   0,    ,   0,    ,   0,   0,    FIFTEEN,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 15, 2019101706,   , BEST,   0, 195N,  298W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  200,  70,   0,   0,    ,   0,    ,   0,   0,    FIFTEEN,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 15, 2019101712,   , BEST,   0, 193N,  310W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  200,  70,   0,   0,    ,   0,    ,   0,   0,    FIFTEEN,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
